Date,Stock_ID,Stock_price
2022-11-29,QAT,18.307334899902344
2022-11-30,QAT,18.3702449798584
2022-12-01,QAT,18.35226821899414
2022-12-02,QAT,18.31631851196289
2022-12-05,QAT,18.145557403564453
2022-12-06,QAT,17.804035186767578
2022-12-07,QAT,17.67821502685547
2022-12-08,QAT,17.76808738708496
2022-12-09,QAT,17.7231502532959
2022-12-12,QAT,17.56138038635254
2022-12-13,QAT,17.27378273010254
2022-12-14,QAT,17.0838623046875
2022-12-15,QAT,16.91202735900879
2022-12-16,QAT,16.993425369262695
2022-12-19,QAT,17.020553588867188
2022-12-20,QAT,16.993425369262695
2022-12-21,QAT,17.0838623046875
2022-12-22,QAT,17.03864288330078
2022-12-23,QAT,17.02959632873535
2022-12-27,QAT,16.731149673461914
2022-12-28,QAT,16.649757385253906
2022-12-29,QAT,16.821590423583984
2022-12-30,QAT,16.591875076293945
