"MATCH_ID","SEASON","DATE_TIME","YEAR","HOME_TEAM","AWAY_TEAM","STADIUM","Cities","HOME_TEAM_SCORE","AWAY_TEAM_SCORE","Winner","PENALTY_SHOOT_OUT","ATTENDANCE"
"mt345","2019-2020","10-DEC-19 08.00.00.000000000 PM","2019","Chelsea FC","Lille OSC","Stamford Bridge","London","2","1","Home","0","40016"
"mt346","2019-2020","10-DEC-19 08.00.00.000000000 PM","2019","AFC Ajax","Valencia CF","Johan Cruijff ArenA","Amsterdam","0","1","Away","0","51931"
"mt347","2019-2020","18-FEB-20 08.00.00.000000000 PM","2020","Borussia Dortmund","Paris Saint-Germain","Signal Iduna Park","Dortmund","2","1","Home","0","66099"
"mt348","2019-2020","18-FEB-20 08.00.00.000000000 PM","2020","Atlético Madrid","Liverpool FC","Wanda Metropolitano","Madrid","1","0","Home","0","67443"
"mt349","2019-2020","19-FEB-20 08.00.00.000000000 PM","2020","Atalanta","Valencia CF","Giuseppe Meazza","Milan","4","1","Home","0","44236"
"mt350","2019-2020","19-FEB-20 08.00.00.000000000 PM","2020","Tottenham Hotspur","RB Leipzig","Tottenham Hotspur Stadium","London","0","1","Away","0","60095"
"mt351","2019-2020","25-FEB-20 08.00.00.000000000 PM","2020","Chelsea FC","Bayern München","Stamford Bridge","London","0","3","Away","0","36761"
"mt352","2019-2020","25-FEB-20 08.00.00.000000000 PM","2020","SSC Napoli","FC Barcelona","Diego Maradona","Naples","1","1","Draw","0","44388"
"mt353","2019-2020","26-FEB-20 08.00.00.000000000 PM","2020","Real Madrid","Manchester City","Santiago Bernabéu","Madrid","1","2","Away","0","75615"
"mt354","2019-2020","26-FEB-20 08.00.00.000000000 PM","2020","Olympique Lyon","Juventus","Groupama Stadium","Décines-Charpieu","1","0","Home","0","57335"
"mt355","2019-2020","10-MAR-20 08.00.00.000000000 PM","2020","Valencia CF","Atalanta","Estadio de Mestalla","Valencia","3","4","Away","0","0"
"mt356","2019-2020","10-MAR-20 08.00.00.000000000 PM","2020","RB Leipzig","Tottenham Hotspur","Red Bull Arena","Leipzig","3","0","Home","0","42146"
"mt357","2019-2020","11-MAR-20 08.00.00.000000000 PM","2020","Paris Saint-Germain","Borussia Dortmund","Parc des Princes","Paris","2","0","Home","0","0"
"mt358","2019-2020","11-MAR-20 08.00.00.000000000 PM","2020","Liverpool FC","Atlético Madrid","Anfield","Liverpool","2","3","Away","0","45000"
"mt359","2019-2020","07-AUG-20 08.00.00.000000000 PM","2020","Manchester City","Real Madrid","Etihad Stadium","Manchester","2","1","Home","0","0"
"mt360","2019-2020","07-AUG-20 08.00.00.000000000 PM","2020","Juventus","Olympique Lyon","Allianz Stadium","Turin","2","1","Home","0","0"
"mt361","2019-2020","08-AUG-20 08.00.00.000000000 PM","2020","Bayern München","Chelsea FC","Allianz Arena","Munich","4","1","Home","0","0"
"mt362","2019-2020","08-AUG-20 08.00.00.000000000 PM","2020","FC Barcelona","SSC Napoli","Spotify Camp Nou","Barcelona","3","1","Home","0","0"
"mt363","2019-2020","12-AUG-20 08.00.00.000000000 PM","2020","Atalanta","Paris Saint-Germain","Estádio da Luz","Lisbon","1","2","Away","0","0"
"mt364","2019-2020","13-AUG-20 08.00.00.000000000 PM","2020","RB Leipzig","Atlético Madrid","Estádio José Alvalade","Lisbon","2","1","Home","0","0"
"mt365","2019-2020","14-AUG-20 08.00.00.000000000 PM","2020","FC Barcelona","Bayern München","Estádio da Luz","Lisbon","2","8","Away","0","0"
"mt366","2019-2020","15-AUG-20 08.00.00.000000000 PM","2020","Manchester City","Olympique Lyon","Estádio José Alvalade","Lisbon","1","3","Away","0","0"
"mt367","2019-2020","18-AUG-20 08.00.00.000000000 PM","2020","RB Leipzig","Paris Saint-Germain","Estádio da Luz","Lisbon","0","3","Away","0","0"
"mt368","2019-2020","19-AUG-20 08.00.00.000000000 PM","2020","Olympique Lyon","Bayern München","Estádio José Alvalade","Lisbon","0","3","Away","0","0"
"mt369","2019-2020","23-AUG-20 08.00.00.000000000 PM","2020","Paris Saint-Germain","Bayern München","Estádio da Luz","Lisbon","0","1","Away","0","0"
"mt370","2018-2019","18-SEP-18 08.00.00.000000000 PM","2018","AS Monaco","Atlético Madrid","Stade Louis II","Monaco","1","2","Away","0","10575"
"mt371","2018-2019","18-SEP-18 08.00.00.000000000 PM","2018","Club Brugge KV","Borussia Dortmund","Jan Breydel Stadion","Brugge","0","1","Away","0","25181"
"mt372","2018-2019","03-OCT-18 08.00.00.000000000 PM","2018","Borussia Dortmund","AS Monaco","Signal Iduna Park","Dortmund","3","0","Home","0","66099"
"mt373","2018-2019","03-OCT-18 08.00.00.000000000 PM","2018","Atlético Madrid","Club Brugge KV","Wanda Metropolitano","Madrid","3","1","Home","0","55742"
"mt374","2018-2019","24-OCT-18 05.55.00.000000000 PM","2018","Club Brugge KV","AS Monaco","Jan Breydel Stadion","Brugge","1","1","Draw","0","23957"
"mt375","2018-2019","24-OCT-18 08.00.00.000000000 PM","2018","Borussia Dortmund","Atlético Madrid","Signal Iduna Park","Dortmund","4","0","Home","0","66099"
"mt376","2018-2019","06-NOV-18 05.55.00.000000000 PM","2018","AS Monaco","Club Brugge KV","Stade Louis II","Monaco","0","4","Away","0","8347"
"mt377","2018-2019","06-NOV-18 08.00.00.000000000 PM","2018","Atlético Madrid","Borussia Dortmund","Wanda Metropolitano","Madrid","2","0","Home","0","61023"
"mt378","2018-2019","28-NOV-18 05.55.00.000000000 PM","2018","Atlético Madrid","AS Monaco","Wanda Metropolitano","Madrid","2","0","Home","0","56314"
"mt379","2018-2019","28-NOV-18 08.00.00.000000000 PM","2018","Borussia Dortmund","Club Brugge KV","Signal Iduna Park","Dortmund","0","0","Draw","0","66099"
"mt380","2018-2019","11-DEC-18 08.00.00.000000000 PM","2018","AS Monaco","Borussia Dortmund","Stade Louis II","Monaco","0","2","Away","0","8731"
"mt381","2018-2019","11-DEC-18 08.00.00.000000000 PM","2018","Club Brugge KV","Atlético Madrid","Jan Breydel Stadion","Brugge","0","0","Draw","0","25645"
"mt382","2018-2019","18-SEP-18 05.55.00.000000000 PM","2018","FC Barcelona","PSV Eindhoven","Spotify Camp Nou","Barcelona","4","0","Home","0","73462"
"mt383","2018-2019","18-SEP-18 05.55.00.000000000 PM","2018","Inter","Tottenham Hotspur","Giuseppe Meazza","Milan","2","1","Home","0","64123"
"mt384","2018-2019","03-OCT-18 08.00.00.000000000 PM","2018","Tottenham Hotspur","FC Barcelona","Wembley Stadium","London","2","4","Away","0","82137"
"mt385","2018-2019","03-OCT-18 08.00.00.000000000 PM","2018","PSV Eindhoven","Inter","Philips Stadion","Eindhoven","1","2","Away","0","34750"
"mt386","2018-2019","24-OCT-18 05.55.00.000000000 PM","2018","PSV Eindhoven","Tottenham Hotspur","Philips Stadion","Eindhoven","2","2","Draw","0","35000"
"mt387","2018-2019","24-OCT-18 08.00.00.000000000 PM","2018","FC Barcelona","Inter","Spotify Camp Nou","Barcelona","2","0","Home","0","86290"
"mt388","2018-2019","06-NOV-18 08.00.00.000000000 PM","2018","Tottenham Hotspur","PSV Eindhoven","Wembley Stadium","London","2","1","Home","0","46588"
"mt389","2018-2019","06-NOV-18 08.00.00.000000000 PM","2018","Inter","FC Barcelona","Giuseppe Meazza","Milan","1","1","Draw","0","70915"
"mt390","2018-2019","28-NOV-18 08.00.00.000000000 PM","2018","PSV Eindhoven","FC Barcelona","Philips Stadion","Eindhoven","1","2","Away","0","34600"
"mt391","2018-2019","28-NOV-18 08.00.00.000000000 PM","2018","Tottenham Hotspur","Inter","Wembley Stadium","London","1","0","Home","0","57132"
"mt392","2018-2019","11-DEC-18 08.00.00.000000000 PM","2018","FC Barcelona","Tottenham Hotspur","Spotify Camp Nou","Barcelona","1","1","Draw","0","69961"
"mt393","2018-2019","11-DEC-18 08.00.00.000000000 PM","2018","Inter","PSV Eindhoven","Giuseppe Meazza","Milan","1","1","Draw","0","62533"
"mt394","2018-2019","18-SEP-18 08.00.00.000000000 PM","2018","Liverpool FC","Paris Saint-Germain","Anfield","Liverpool","3","2","Home","0","52478"
"mt395","2018-2019","18-SEP-18 08.00.00.000000000 PM","2018","Crvena Zvezda","SSC Napoli","Marakana","Beograd","0","0","Draw","0","49112"
"mt396","2018-2019","03-OCT-18 05.55.00.000000000 PM","2018","Paris Saint-Germain","Crvena Zvezda","Parc des Princes","Paris","6","1","Home","0","39979"
"mt397","2018-2019","03-OCT-18 08.00.00.000000000 PM","2018","SSC Napoli","Liverpool FC","Diego Maradona","Naples","1","0","Home","0","37057"
"mt398","2018-2019","24-OCT-18 08.00.00.000000000 PM","2018","Paris Saint-Germain","SSC Napoli","Parc des Princes","Paris","2","2","Draw","0","46274"
"mt399","2018-2019","24-OCT-18 08.00.00.000000000 PM","2018","Liverpool FC","Crvena Zvezda","Anfield","Liverpool","4","0","Home","0","53024"
"mt400","2018-2019","06-NOV-18 05.55.00.000000000 PM","2018","Crvena Zvezda","Liverpool FC","Marakana","Beograd","2","0","Home","0","51318"
"mt401","2018-2019","06-NOV-18 08.00.00.000000000 PM","2018","SSC Napoli","Paris Saint-Germain","Diego Maradona","Naples","1","1","Draw","0","55489"
"mt402","2018-2019","28-NOV-18 08.00.00.000000000 PM","2018","Paris Saint-Germain","Liverpool FC","Parc des Princes","Paris","2","1","Home","0","46880"
"mt403","2018-2019","28-NOV-18 08.00.00.000000000 PM","2018","SSC Napoli","Crvena Zvezda","Diego Maradona","Naples","3","1","Home","0","44470"
"mt404","2018-2019","11-DEC-18 08.00.00.000000000 PM","2018","Liverpool FC","SSC Napoli","Anfield","Liverpool","1","0","Home","0","52015"
"mt405","2018-2019","11-DEC-18 08.00.00.000000000 PM","2018","Crvena Zvezda","Paris Saint-Germain","Marakana","Beograd","1","4","Away","0","48357"
"mt406","2018-2019","18-SEP-18 08.00.00.000000000 PM","2018","FC Schalke 04","FC Porto","Veltins-Arena","Gelsenkirchen","1","1","Draw","0","45755"
"mt407","2018-2019","18-SEP-18 08.00.00.000000000 PM","2018","Galatasaray","Lokomotiv Moskva","Nef Stadyumu","Istanbul","3","0","Home","0","43542"
"mt408","2018-2019","03-OCT-18 05.55.00.000000000 PM","2018","Lokomotiv Moskva","FC Schalke 04","RŽD-Arena","Moscow","0","1","Away","0","21471"
"mt409","2018-2019","03-OCT-18 08.00.00.000000000 PM","2018","FC Porto","Galatasaray","Estádio do Dragão","Porto","1","0","Home","0","42711"
"mt410","2018-2019","24-OCT-18 08.00.00.000000000 PM","2018","Lokomotiv Moskva","FC Porto","RŽD-Arena","Moscow","1","3","Away","0","16034"
"mt411","2018-2019","24-OCT-18 08.00.00.000000000 PM","2018","Galatasaray","FC Schalke 04","Nef Stadyumu","Istanbul","0","0","Draw","0","46667"
"mt412","2018-2019","06-NOV-18 08.00.00.000000000 PM","2018","FC Porto","Lokomotiv Moskva","Estádio do Dragão","Porto","4","1","Home","0","34616"
"mt413","2018-2019","06-NOV-18 08.00.00.000000000 PM","2018","FC Schalke 04","Galatasaray","Veltins-Arena","Gelsenkirchen","2","0","Home","0","54740"
"mt414","2018-2019","28-NOV-18 05.55.00.000000000 PM","2018","Lokomotiv Moskva","Galatasaray","RŽD-Arena","Moscow","2","0","Home","0","14037"
"mt415","2018-2019","28-NOV-18 08.00.00.000000000 PM","2018","FC Porto","FC Schalke 04","Estádio do Dragão","Porto","3","1","Home","0","41603"
"mt416","2018-2019","11-DEC-18 05.55.00.000000000 PM","2018","FC Schalke 04","Lokomotiv Moskva","Veltins-Arena","Gelsenkirchen","1","0","Home","0","48883"
"mt417","2018-2019","11-DEC-18 05.55.00.000000000 PM","2018","Galatasaray","FC Porto","Nef Stadyumu","Istanbul","2","3","Away","0","33972"
"mt418","2018-2019","19-SEP-18 05.55.00.000000000 PM","2018","AFC Ajax","AEK Athen","Johan Cruijff ArenA","Amsterdam","3","0","Home","0","52285"
"mt419","2018-2019","19-SEP-18 08.00.00.000000000 PM","2018","SL Benfica","Bayern München","Estádio da Luz","Lisbon","0","2","Away","0","60274"
"mt420","2018-2019","02-OCT-18 08.00.00.000000000 PM","2018","Bayern München","AFC Ajax","Allianz Arena","Munich","1","1","Draw","0","70000"
"mt421","2018-2019","02-OCT-18 08.00.00.000000000 PM","2018","AEK Athen","SL Benfica","Spyros Louis (OAKA)","Athen","2","3","Away","0","31154"
"mt422","2018-2019","23-OCT-18 05.55.00.000000000 PM","2018","AEK Athen","Bayern München","Spyros Louis (OAKA)","Athen","0","2","Away","0","61221"
"mt423","2018-2019","23-OCT-18 08.00.00.000000000 PM","2018","AFC Ajax","SL Benfica","Johan Cruijff ArenA","Amsterdam","1","0","Home","0","52489"
"mt424","2018-2019","07-NOV-18 08.00.00.000000000 PM","2018","SL Benfica","AFC Ajax","Estádio da Luz","Lisbon","1","1","Draw","0","51328"
"mt425","2018-2019","07-NOV-18 08.00.00.000000000 PM","2018","Bayern München","AEK Athen","Allianz Arena","Munich","2","0","Home","0","70000"
"mt426","2018-2019","27-NOV-18 05.55.00.000000000 PM","2018","AEK Athen","AFC Ajax","Spyros Louis (OAKA)","Athen","0","2","Away","0","25756"
"mt427","2018-2019","27-NOV-18 08.00.00.000000000 PM","2018","Bayern München","SL Benfica","Allianz Arena","Munich","5","1","Home","0","70000"
"mt428","2018-2019","12-DEC-18 08.00.00.000000000 PM","2018","AFC Ajax","Bayern München","Johan Cruijff ArenA","Amsterdam","3","3","Draw","0","52244"
"mt429","2018-2019","12-DEC-18 08.00.00.000000000 PM","2018","SL Benfica","AEK Athen","Estádio da Luz","Lisbon","1","0","Home","0","33633"
"mt430","2018-2019","19-SEP-18 05.55.00.000000000 PM","2018","Shakhtar Donetsk","1899 Hoffenheim","Metalist Stadion","Kharkiv","2","2","Draw","0","28336"
"mt431","2018-2019","19-SEP-18 08.00.00.000000000 PM","2018","Manchester City","Olympique Lyon","Etihad Stadium","Manchester","1","2","Away","0","40111"
"mt432","2018-2019","02-OCT-18 05.55.00.000000000 PM","2018","1899 Hoffenheim","Manchester City","PreZero Arena","Sinsheim","1","2","Away","0","24851"
"mt433","2018-2019","02-OCT-18 08.00.00.000000000 PM","2018","Olympique Lyon","Shakhtar Donetsk","Groupama Stadium","Décines-Charpieu","2","2","Draw","0","0"
"mt434","2018-2019","23-OCT-18 08.00.00.000000000 PM","2018","Shakhtar Donetsk","Manchester City","Metalist Stadion","Kharkiv","0","3","Away","0","37106"
"mt435","2018-2019","23-OCT-18 08.00.00.000000000 PM","2018","1899 Hoffenheim","Olympique Lyon","PreZero Arena","Sinsheim","3","3","Draw","0","24144"
"mt436","2018-2019","07-NOV-18 08.00.00.000000000 PM","2018","Manchester City","Shakhtar Donetsk","Etihad Stadium","Manchester","6","0","Home","0","52286"
"mt437","2018-2019","07-NOV-18 08.00.00.000000000 PM","2018","Olympique Lyon","1899 Hoffenheim","Groupama Stadium","Décines-Charpieu","2","2","Draw","0","53850"
"mt438","2018-2019","27-NOV-18 08.00.00.000000000 PM","2018","Olympique Lyon","Manchester City","Groupama Stadium","Décines-Charpieu","2","2","Draw","0","56039"
"mt439","2018-2019","27-NOV-18 08.00.00.000000000 PM","2018","1899 Hoffenheim","Shakhtar Donetsk","PreZero Arena","Sinsheim","2","3","Away","0","22920"
"mt440","2018-2019","12-DEC-18 08.00.00.000000000 PM","2018","Shakhtar Donetsk","Olympique Lyon","Olimpiyskyi","Kyiv","1","1","Draw","0","38916"
"mt441","2018-2019","12-DEC-18 08.00.00.000000000 PM","2018","Manchester City","1899 Hoffenheim","Etihad Stadium","Manchester","2","1","Home","0","50411"
"mt442","2018-2019","19-SEP-18 08.00.00.000000000 PM","2018","Real Madrid","AS Roma","Santiago Bernabéu","Madrid","3","0","Home","0","69251"
"mt443","2018-2019","19-SEP-18 08.00.00.000000000 PM","2018","Viktoria Plzeň","CSKA Moskva","Doosan Arena","Plzeň","2","2","Draw","0","11312"
"mt444","2018-2019","02-OCT-18 08.00.00.000000000 PM","2018","CSKA Moskva","Real Madrid","Luzhniki","Moscow","1","0","Home","0","71811"
"mt445","2018-2019","02-OCT-18 08.00.00.000000000 PM","2018","AS Roma","Viktoria Plzeň","Olimpico","Rome","5","0","Home","0","41243"
"mt446","2018-2019","23-OCT-18 08.00.00.000000000 PM","2018","AS Roma","CSKA Moskva","Olimpico","Rome","3","0","Home","0","46005"
"mt447","2018-2019","23-OCT-18 08.00.00.000000000 PM","2018","Real Madrid","Viktoria Plzeň","Santiago Bernabéu","Madrid","2","1","Home","0","67356"
"mt448","2018-2019","07-NOV-18 05.55.00.000000000 PM","2018","CSKA Moskva","AS Roma","Luzhniki","Moscow","1","2","Away","0","64454"
"mt449","2018-2019","07-NOV-18 08.00.00.000000000 PM","2018","Viktoria Plzeň","Real Madrid","Doosan Arena","Plzeň","0","5","Away","0","11483"
"mt450","2018-2019","27-NOV-18 05.55.00.000000000 PM","2018","CSKA Moskva","Viktoria Plzeň","Luzhniki","Moscow","1","2","Away","0","52892"
"mt451","2018-2019","27-NOV-18 08.00.00.000000000 PM","2018","AS Roma","Real Madrid","Olimpico","Rome","0","2","Away","0","59124"
"mt452","2018-2019","12-DEC-18 05.55.00.000000000 PM","2018","Real Madrid","CSKA Moskva","Santiago Bernabéu","Madrid","0","3","Away","0","51636"
"mt453","2018-2019","12-DEC-18 05.55.00.000000000 PM","2018","Viktoria Plzeň","AS Roma","Doosan Arena","Plzeň","2","1","Home","0","11217"
"mt454","2018-2019","19-SEP-18 08.00.00.000000000 PM","2018","Valencia CF","Juventus","Estadio de Mestalla","Valencia","0","2","Away","0","46067"
"mt455","2018-2019","19-SEP-18 08.00.00.000000000 PM","2018","BSC Young Boys","Manchester United","Stadion Wankdorf","Bern","0","3","Away","0","31120"
"mt456","2018-2019","02-OCT-18 05.55.00.000000000 PM","2018","Juventus","BSC Young Boys","Allianz Stadium","Turin","3","0","Home","0","40961"
"mt457","2018-2019","02-OCT-18 08.00.00.000000000 PM","2018","Manchester United","Valencia CF","Old Trafford","Manchester","0","0","Draw","0","73569"
"mt458","2018-2019","23-OCT-18 05.55.00.000000000 PM","2018","BSC Young Boys","Valencia CF","Stadion Wankdorf","Bern","1","1","Draw","0","31120"
"mt459","2018-2019","23-OCT-18 08.00.00.000000000 PM","2018","Manchester United","Juventus","Old Trafford","Manchester","0","1","Away","0","73946"
"mt460","2018-2019","07-NOV-18 05.55.00.000000000 PM","2018","Valencia CF","BSC Young Boys","Estadio de Mestalla","Valencia","3","1","Home","0","36480"
"mt461","2018-2019","07-NOV-18 08.00.00.000000000 PM","2018","Juventus","Manchester United","Allianz Stadium","Turin","1","2","Away","0","41470"
"mt462","2018-2019","27-NOV-18 08.00.00.000000000 PM","2018","Juventus","Valencia CF","Allianz Stadium","Turin","1","0","Home","0","39070"
"mt463","2018-2019","27-NOV-18 08.00.00.000000000 PM","2018","Manchester United","BSC Young Boys","Old Trafford","Manchester","1","0","Home","0","72876"
"mt464","2018-2019","12-DEC-18 08.00.00.000000000 PM","2018","Valencia CF","Manchester United","Estadio de Mestalla","Valencia","2","1","Home","0","36544"
"mt465","2018-2019","12-DEC-18 08.00.00.000000000 PM","2018","BSC Young Boys","Juventus","Stadion Wankdorf","Bern","2","1","Home","0","30114"
"mt466","2018-2019","12-FEB-19 08.00.00.000000000 PM","2019","Manchester United","Paris Saint-Germain","Old Trafford","Manchester","0","2","Away","0","74054"
"mt467","2018-2019","12-FEB-19 08.00.00.000000000 PM","2019","AS Roma","FC Porto","Olimpico","Rome","2","1","Home","0","51727"
"mt468","2018-2019","13-FEB-19 08.00.00.000000000 PM","2019","Tottenham Hotspur","Borussia Dortmund","Wembley Stadium","London","3","0","Home","0","71214"
"mt469","2018-2019","13-FEB-19 08.00.00.000000000 PM","2019","AFC Ajax","Real Madrid","Johan Cruijff ArenA","Amsterdam","1","2","Away","0","52286"
"mt470","2018-2019","19-FEB-19 08.00.00.000000000 PM","2019","Olympique Lyon","FC Barcelona","Groupama Stadium","Décines-Charpieu","0","0","Draw","0","57889"
"mt471","2018-2019","19-FEB-19 08.00.00.000000000 PM","2019","Liverpool FC","Bayern München","Anfield","Liverpool","0","0","Draw","0","52250"
"mt472","2018-2019","20-FEB-19 08.00.00.000000000 PM","2019","FC Schalke 04","Manchester City","Veltins-Arena","Gelsenkirchen","2","3","Away","0","54417"
"mt473","2018-2019","20-FEB-19 08.00.00.000000000 PM","2019","Atlético Madrid","Juventus","Wanda Metropolitano","Madrid","2","0","Home","0","67193"
"mt474","2018-2019","05-MAR-19 08.00.00.000000000 PM","2019","Borussia Dortmund","Tottenham Hotspur","Signal Iduna Park","Dortmund","0","1","Away","0","66099"
"mt475","2018-2019","05-MAR-19 08.00.00.000000000 PM","2019","Real Madrid","AFC Ajax","Santiago Bernabéu","Madrid","1","4","Away","0","77013"
"mt476","2018-2019","06-MAR-19 08.00.00.000000000 PM","2019","Paris Saint-Germain","Manchester United","Parc des Princes","Paris","1","3","Away","0","47441"
"mt477","2018-2019","06-MAR-19 08.00.00.000000000 PM","2019","FC Porto","AS Roma","Estádio do Dragão","Porto","3","1","Home","0","49029"
"mt478","2018-2019","12-MAR-19 08.00.00.000000000 PM","2019","Manchester City","FC Schalke 04","Etihad Stadium","Manchester","7","0","Home","0","51518"
"mt479","2018-2019","12-MAR-19 08.00.00.000000000 PM","2019","Juventus","Atlético Madrid","Allianz Stadium","Turin","3","0","Home","0","40884"
"mt480","2018-2019","13-MAR-19 08.00.00.000000000 PM","2019","FC Barcelona","Olympique Lyon","Spotify Camp Nou","Barcelona","5","1","Home","0","92346"
"mt481","2018-2019","13-MAR-19 08.00.00.000000000 PM","2019","Bayern München","Liverpool FC","Allianz Arena","Munich","1","3","Away","0","68145"
"mt482","2018-2019","09-APR-19 08.00.00.000000000 PM","2019","Liverpool FC","FC Porto","Anfield","Liverpool","2","0","Home","0","52465"
"mt483","2018-2019","09-APR-19 08.00.00.000000000 PM","2019","Tottenham Hotspur","Manchester City","Tottenham Hotspur Stadium","London","1","0","Home","0","60044"
"mt484","2018-2019","10-APR-19 08.00.00.000000000 PM","2019","AFC Ajax","Juventus","Johan Cruijff ArenA","Amsterdam","1","1","Draw","0","50390"
"mt485","2018-2019","10-APR-19 08.00.00.000000000 PM","2019","Manchester United","FC Barcelona","Old Trafford","Manchester","0","1","Away","0","74093"
"mt486","2018-2019","16-APR-19 08.00.00.000000000 PM","2019","Juventus","AFC Ajax","Allianz Stadium","Turin","1","2","Away","0","41445"
"mt487","2018-2019","16-APR-19 08.00.00.000000000 PM","2019","FC Barcelona","Manchester United","Spotify Camp Nou","Barcelona","3","0","Home","0","96708"
"mt488","2018-2019","17-APR-19 08.00.00.000000000 PM","2019","FC Porto","Liverpool FC","Estádio do Dragão","Porto","1","4","Away","0","49117"
"mt489","2018-2019","17-APR-19 08.00.00.000000000 PM","2019","Manchester City","Tottenham Hotspur","Etihad Stadium","Manchester","4","3","Home","0","53348"
"mt490","2018-2019","30-APR-19 08.00.00.000000000 PM","2019","Tottenham Hotspur","AFC Ajax","Tottenham Hotspur Stadium","London","0","1","Away","0","60243"
"mt491","2018-2019","01-MAY-19 08.00.00.000000000 PM","2019","FC Barcelona","Liverpool FC","Spotify Camp Nou","Barcelona","3","0","Home","0","98299"
"mt492","2018-2019","07-MAY-19 08.00.00.000000000 PM","2019","Liverpool FC","FC Barcelona","Anfield","Liverpool","4","0","Home","0","55212"
"mt493","2018-2019","08-MAY-19 08.00.00.000000000 PM","2019","AFC Ajax","Tottenham Hotspur","Johan Cruijff ArenA","Amsterdam","2","3","Away","0","52641"
"mt494","2018-2019","01-JUN-19 08.00.00.000000000 PM","2019","Tottenham Hotspur","Liverpool FC","Wanda Metropolitano","Madrid","0","2","Away","0","63272"
"mt495","2017-2018","12-SEP-17 07.45.00.000000000 PM","2017","Manchester United","FC Basel","Old Trafford","Manchester","3","0","Home","0","73854"
"mt496","2017-2018","12-SEP-17 07.45.00.000000000 PM","2017","SL Benfica","CSKA Moskva","Estádio da Luz","Lisbon","1","2","Away","0","38323"
"mt497","2017-2018","27-SEP-17 07.45.00.000000000 PM","2017","FC Basel","SL Benfica","St. Jakob-Park","Basel","5","0","Home","0","34111"
"mt498","2017-2018","27-SEP-17 07.45.00.000000000 PM","2017","CSKA Moskva","Manchester United","VEB Arena","Moscow","1","4","Away","0","29073"
"mt499","2017-2018","18-OCT-17 07.45.00.000000000 PM","2017","SL Benfica","Manchester United","Estádio da Luz","Lisbon","0","1","Away","0","57684"
"mt500","2017-2018","18-OCT-17 07.45.00.000000000 PM","2017","CSKA Moskva","FC Basel","VEB Arena","Moscow","0","2","Away","0","27996"
"mt501","2017-2018","31-OCT-17 07.45.00.000000000 PM","2017","Manchester United","SL Benfica","Old Trafford","Manchester","2","0","Home","0","74437"
"mt502","2017-2018","31-OCT-17 07.45.00.000000000 PM","2017","FC Basel","CSKA Moskva","St. Jakob-Park","Basel","1","2","Away","0","33303"
"mt503","2017-2018","22-NOV-17 05.00.00.000000000 PM","2017","CSKA Moskva","SL Benfica","VEB Arena","Moscow","2","0","Home","0","27709"
"mt504","2017-2018","22-NOV-17 07.45.00.000000000 PM","2017","FC Basel","Manchester United","St. Jakob-Park","Basel","1","0","Home","0","36000"
"mt505","2017-2018","05-DEC-17 07.45.00.000000000 PM","2017","SL Benfica","FC Basel","Estádio da Luz","Lisbon","0","2","Away","0","22470"
"mt506","2017-2018","05-DEC-17 07.45.00.000000000 PM","2017","Manchester United","CSKA Moskva","Old Trafford","Manchester","2","1","Home","0","74669"
"mt507","2017-2018","12-SEP-17 07.45.00.000000000 PM","2017","Bayern München","RSC Anderlecht","Allianz Arena","Munich","3","0","Home","0","70000"
"mt508","2017-2018","12-SEP-17 07.45.00.000000000 PM","2017","Celtic FC","Paris Saint-Germain","Celtic Park","Glasgow","0","5","Away","0","57562"
"mt509","2017-2018","27-SEP-17 07.45.00.000000000 PM","2017","Paris Saint-Germain","Bayern München","Parc des Princes","Paris","3","0","Home","0","46252"
"mt510","2017-2018","27-SEP-17 07.45.00.000000000 PM","2017","RSC Anderlecht","Celtic FC","Lotto Park","Bruxelles","0","3","Away","0","19898"
"mt511","2017-2018","18-OCT-17 07.45.00.000000000 PM","2017","RSC Anderlecht","Paris Saint-Germain","Lotto Park","Bruxelles","0","4","Away","0","19108"
"mt512","2017-2018","18-OCT-17 07.45.00.000000000 PM","2017","Bayern München","Celtic FC","Allianz Arena","Munich","3","0","Home","0","70000"
"mt513","2017-2018","31-OCT-17 07.45.00.000000000 PM","2017","Paris Saint-Germain","RSC Anderlecht","Parc des Princes","Paris","5","0","Home","0","46403"
"mt514","2017-2018","31-OCT-17 07.45.00.000000000 PM","2017","Celtic FC","Bayern München","Celtic Park","Glasgow","1","2","Away","0","58269"
"mt515","2017-2018","22-NOV-17 07.45.00.000000000 PM","2017","RSC Anderlecht","Bayern München","Lotto Park","Bruxelles","1","2","Away","0","19753"
"mt516","2017-2018","22-NOV-17 07.45.00.000000000 PM","2017","Paris Saint-Germain","Celtic FC","Parc des Princes","Paris","7","1","Home","0","46288"
"mt517","2017-2018","05-DEC-17 07.45.00.000000000 PM","2017","Bayern München","Paris Saint-Germain","Allianz Arena","Munich","3","1","Home","0","70000"
"mt518","2017-2018","05-DEC-17 07.45.00.000000000 PM","2017","Celtic FC","RSC Anderlecht","Celtic Park","Glasgow","0","1","Away","0","57931"
"mt519","2017-2018","12-SEP-17 07.45.00.000000000 PM","2017","AS Roma","Atlético Madrid","Olimpico","Rome","0","0","Draw","0","36064"
"mt520","2017-2018","12-SEP-17 07.45.00.000000000 PM","2017","Chelsea FC","Qarabağ FK","Stamford Bridge","London","6","0","Home","0","41150"
