,announcements,Date,indices,value,ID
514,8,2012-09-25,ZAR,0.1213091760873794,ZAR2012
515,9,2012-09-26,ZAR,0.1215347424149513,ZAR2012
516,10,2012-09-27,ZAR,0.1216086447238922,ZAR2012
517,11,2012-09-28,ZAR,0.1215628087520599,ZAR2012
518,12,2012-10-01,ZAR,0.1202848404645919,ZAR2012
519,13,2012-10-02,ZAR,0.1196072176098823,ZAR2012
520,14,2012-10-03,ZAR,0.1196029186248779,ZAR2012
521,15,2012-10-04,ZAR,0.1188622489571571,ZAR2012
522,16,2012-10-05,ZAR,0.1176650524139404,ZAR2012
523,17,2012-10-08,ZAR,0.1142713576555252,ZAR2012
524,18,2012-10-09,ZAR,0.1124720200896263,ZAR2012
525,19,2012-10-10,ZAR,0.1140367835760116,ZAR2012
526,20,2012-10-11,ZAR,0.1144374161958694,ZAR2012
527,21,2012-10-12,ZAR,0.1154134646058082,ZAR2012
528,-21,2008-10-27,INR,0.02011263,INR2008
529,-20,2008-10-28,INR,0.0203392580151557,INR2008
530,-19,2008-10-29,INR,0.020209778,INR2008
531,-18,2008-10-30,INR,0.020254806,INR2008
532,-17,2008-10-31,INR,0.0202416852116584,INR2008
533,-16,2008-11-03,INR,0.0206726882606744,INR2008
534,-15,2008-11-04,INR,0.0209845975041389,INR2008
535,-14,2008-11-05,INR,0.021173431,INR2008
536,-13,2008-11-06,INR,0.0210632737725973,INR2008
537,-12,2008-11-07,INR,0.021028282,INR2008
538,-11,2008-11-10,INR,0.021145224571228,INR2008
539,-10,2008-11-11,INR,0.0208816230297088,INR2008
540,-9,2008-11-12,INR,0.0202901493757963,INR2008
541,-8,2008-11-13,INR,0.0204102471470832,INR2008
542,-7,2008-11-14,INR,0.020498944,INR2008
543,-6,2008-11-17,INR,0.0204976834356784,INR2008
544,-5,2008-11-18,INR,0.02016861,INR2008
545,-4,2008-11-19,INR,0.020140175,INR2008
546,-3,2008-11-20,INR,0.0198408756405115,INR2008
547,-2,2008-11-21,INR,0.0201824493706226,INR2008
548,-1,2008-11-24,INR,0.0200827419757843,INR2008
549,0,2008-11-25,INR,0.0201682019978761,INR2008
550,1,2008-11-26,INR,0.0202885027974843,INR2008
551,2,2008-11-27,INR,0.020410663,INR2008
552,3,2008-11-28,INR,0.0200521368533372,INR2008
553,4,2008-12-01,INR,0.0199250821024179,INR2008
554,5,2008-12-02,INR,0.0199636667966842,INR2008
555,6,2008-12-03,INR,0.0200609862804412,INR2008
556,7,2008-12-04,INR,0.02017105,INR2008
557,8,2008-12-05,INR,0.0201763417571783,INR2008
558,9,2008-12-08,INR,0.020234313,INR2008
559,10,2008-12-09,INR,0.020453244,INR2008
560,11,2008-12-10,INR,0.0204194150865077,INR2008
561,12,2008-12-11,INR,0.0206654276698827,INR2008
562,13,2008-12-12,INR,0.0207326933741569,INR2008
563,14,2008-12-15,INR,0.0210583955049514,INR2008
564,15,2008-12-16,INR,0.0209345165640115,INR2008
565,16,2008-12-17,INR,0.021021212,INR2008
566,17,2008-12-18,INR,0.021437606,INR2008
567,18,2008-12-19,INR,0.0212594084441661,INR2008
568,19,2008-12-22,INR,0.0208624545484781,INR2008
569,20,2008-12-23,INR,0.0205634385347366,INR2008
570,21,2008-12-24,INR,0.0208021309226751,INR2008
571,-22,2010-10-04,INR,0.0225159302353858,INR2010
572,-21,2010-10-05,INR,0.0224971882998943,INR2010
573,-20,2010-10-06,INR,0.022522522136569,INR2010
574,-19,2010-10-07,INR,0.022629555,INR2010
575,-18,2010-10-08,INR,0.022624434903264,INR2010
576,-17,2010-10-11,INR,0.0225184652954339,INR2010
577,-16,2010-10-12,INR,0.022542830556631,INR2010
578,-15,2010-10-13,INR,0.02247191,INR2010
579,-14,2010-10-14,INR,0.022552999,INR2010
580,-13,2010-10-15,INR,0.0226922016590833,INR2010
581,-12,2010-10-18,INR,0.022645952,INR2010
582,-11,2010-10-19,INR,0.022639802,INR2010
583,-10,2010-10-20,INR,0.022558086,INR2010
584,-9,2010-10-21,INR,0.022624434903264,INR2010
585,-8,2010-10-22,INR,0.022624434903264,INR2010
586,-7,2010-10-25,INR,0.022457780316472,INR2010
587,-6,2010-10-26,INR,0.02259887,INR2010
588,-5,2010-10-27,INR,0.022522522136569,INR2010
589,-4,2010-10-28,INR,0.022512382,INR2010
590,-3,2010-10-29,INR,0.022512382,INR2010
591,-2,2010-11-01,INR,0.0224981997162103,INR2010
592,-1,2010-11-02,INR,0.022552999,INR2010
593,0,2010-11-03,INR,0.022624434903264,INR2010
594,1,2010-11-04,INR,0.02259887,INR2010
595,2,2010-11-05,INR,0.0227205604314804,INR2010
596,3,2010-11-08,INR,0.0227790419012308,INR2010
597,4,2010-11-09,INR,0.0225733630359172,INR2010
598,5,2010-11-10,INR,0.022629555,INR2010
599,6,2010-11-11,INR,0.022593765,INR2010
600,7,2010-11-12,INR,0.02260397747159,INR2010
601,8,2010-11-15,INR,0.022332396,INR2010
602,9,2010-11-16,INR,0.0221680328249931,INR2010
603,10,2010-11-17,INR,0.0221287906169891,INR2010
604,11,2010-11-18,INR,0.0221690163016319,INR2010
605,12,2010-11-19,INR,0.0221483930945396,INR2010
606,13,2010-11-22,INR,0.0220931,INR2010
607,14,2010-11-23,INR,0.0220750551670789,INR2010
608,15,2010-11-24,INR,0.0219587180763483,INR2010
609,16,2010-11-25,INR,0.021973193,INR2010
610,17,2010-11-26,INR,0.0219500418752431,INR2010
611,18,2010-11-29,INR,0.0218770522624254,INR2010
612,19,2010-11-30,INR,0.0218340624123811,INR2010
613,20,2010-12-01,INR,0.0218483712524175,INR2010
614,21,2010-12-02,INR,0.0221092198044061,INR2010
615,-23,2012-08-13,INR,0.01809038,INR2012
616,-22,2012-08-14,INR,0.018070765,INR2012
617,-21,2012-08-15,INR,0.017970098182559,INR2012
618,-20,2012-08-16,INR,0.017970098182559,INR2012
619,-19,2012-08-17,INR,0.017979791,INR2012
620,-18,2012-08-20,INR,0.0179443005472421,INR2012
621,-17,2012-08-21,INR,0.018018667,INR2012
622,-16,2012-08-22,INR,0.018062605,INR2012
623,-15,2012-08-23,INR,0.018020291,INR2012
624,-14,2012-08-24,INR,0.018096928,INR2012
625,-13,2012-08-27,INR,0.018018667,INR2012
626,-12,2012-08-28,INR,0.0179571900516748,INR2012
627,-11,2012-08-29,INR,0.017965255305171,INR2012
628,-10,2012-08-30,INR,0.017978175,INR2012
629,-9,2012-08-31,INR,0.0179765596985816,INR2012
630,-8,2012-09-03,INR,0.018012175,INR2012
631,-7,2012-09-04,INR,0.018008932,INR2012
632,-6,2012-09-05,INR,0.017970098182559,INR2012
633,-5,2012-09-06,INR,0.0178881268948316,INR2012
634,-4,2012-09-07,INR,0.0179668683558702,INR2012
635,-3,2012-09-10,INR,0.0180642362684011,INR2012
636,-2,2012-09-11,INR,0.018038169,INR2012
637,-1,2012-09-12,INR,0.018070765,INR2012
638,0,2012-09-13,INR,0.018113317,INR2012
639,1,2012-09-14,INR,0.018044678,INR2012
640,2,2012-09-17,INR,0.0184168852865695,INR2012
641,3,2012-09-18,INR,0.0185157749801874,INR2012
642,4,2012-09-19,INR,0.018512348,INR2012
643,5,2012-09-20,INR,0.018512348,INR2012
644,6,2012-09-21,INR,0.018430462,INR2012
645,7,2012-09-24,INR,0.018741332,INR2012
646,8,2012-09-25,INR,0.0187027752399444,INR2012
647,9,2012-09-26,INR,0.018741332,INR2012
648,10,2012-09-27,INR,0.018688794,INR2012
649,11,2012-09-28,INR,0.0188650768250226,INR2012
650,12,2012-10-01,INR,0.0189221929758787,INR2012
651,13,2012-10-02,INR,0.019084698,INR2012
652,14,2012-10-03,INR,0.019084698,INR2012
653,15,2012-10-04,INR,0.0191743522882461,INR2012
654,16,2012-10-05,INR,0.0193281546235084,INR2012
655,17,2012-10-08,INR,0.019264853,INR2012
656,18,2012-10-09,INR,0.0189976822584867,INR2012
657,19,2012-10-10,INR,0.018968854,INR2012
658,20,2012-10-11,INR,0.0188526287674903,INR2012
659,21,2012-10-12,INR,0.0189868621528148,INR2012
