Relative_Date,Stock markets,Values
-167,IT40,-0.87
-167,IBOV,-0.87
-166,Merval,-0.87
-166,CAC40,0.15
-166,DAX40,0.15
-166,IBEX,0.15
-166,IT40,0.15
-166,IBOV,0.15
-165,Merval,-1.02
-165,CAC40,-0.5
-165,DAX40,-0.46
-165,IBEX,-1.09
-165,IT40,0.3
-165,IBOV,-3.8
-164,Merval,3.99
-164,CAC40,-1.64
-164,DAX40,0.62
-164,IBEX,0.87
-164,IT40,-0.38
-164,IBOV,-0.75
-163,Merval,2.57
-163,CAC40,2.57
-163,DAX40,-0.75
-163,IBEX,-2.69
-163,IT40,0.78
-163,IBOV,0.46
-162,Merval,7.56
-162,CAC40,7.56
-162,DAX40,0.39
-162,IBEX,-1.93
-162,IT40,1.55
-162,IBOV,1.59
-161,Merval,3.51
-161,CAC40,-1.48
-161,DAX40,-0.71
-161,IBEX,1.09
-161,IT40,0.59
-161,IBOV,0.25
-160,Merval,0.25
-160,CAC40,-2.35
-160,DAX40,-2.35
-160,IBEX,-2.35
-160,IT40,-2.35
-160,IBOV,-2.35
-159,Merval,-2.35
-159,CAC40,1.82
-159,DAX40,1.82
-159,IBEX,1.82
-159,IT40,1.82
-159,IBOV,1.82
-158,Merval,-1.34
-158,CAC40,-1.98
-158,DAX40,-1.29
-158,IBEX,0.43
-158,IT40,-0.1
-158,IBOV,-1.42
-157,Merval,-1.17
-157,CAC40,-1.41
-157,DAX40,-0.64
-157,IBEX,1.33
-157,IT40,-0.03
-157,IBOV,-1.1
-156,Merval,-0.91
-156,CAC40,-0.91
-156,DAX40,-0.13
-156,IBEX,-2.27
-156,IT40,0.85
-156,IBOV,2
-155,Merval,-1.71
-155,CAC40,-1.71
-155,DAX40,1.54
-155,IBEX,-5.94
-155,IT40,-1.34
-155,IBOV,-1.1
-154,Merval,3.69
-154,CAC40,1.2
-154,DAX40,0.49
-154,IBEX,-1.35
-154,IT40,-0.18
-154,IBOV,-0.18
-153,Merval,-0.18
-153,CAC40,-0.6
-153,DAX40,-0.6
-153,IBEX,-0.6
-153,IT40,-0.6
-153,IBOV,-0.6
-152,Merval,-0.6
-152,CAC40,1.1
-152,DAX40,1.1
-152,IBEX,1.1
-152,IT40,1.1
-152,IBOV,1.1
-151,Merval,1.17
-151,CAC40,1.11
-151,DAX40,-0.13
-151,IBEX,1.02
-151,IT40,1.25
-151,IBOV,-0.98
-150,Merval,1.65
-150,CAC40,1.13
-150,DAX40,2.03
-150,IBEX,0.68
-150,IT40,-0.41
-150,IBOV,-4.33
-149,Merval,-0.22
-149,CAC40,-0.22
-149,DAX40,0.65
-149,IBEX,1.75
-149,IT40,-0.17
-149,IBOV,0.02
-148,Merval,4.74
-148,CAC40,4.74
-148,DAX40,0.6
-148,IBEX,-1.66
-148,IT40,1.15
-148,IBOV,1.43
-147,Merval,1.64
-147,CAC40,-0.48
-147,DAX40,0.68
-147,IBEX,-0.55
-147,IT40,-0.95
-147,IBOV,-0.77
-146,Merval,-0.77
-146,CAC40,0.64
-146,DAX40,0.64
-146,IBEX,0.64
-146,IT40,0.64
-146,IBOV,0.64
-145,Merval,0.64
-145,CAC40,0.23
-145,DAX40,0.23
-145,IBEX,0.23
-145,IT40,0.23
-145,IBOV,0.23
-144,Merval,4.97
-144,CAC40,0.13
-144,DAX40,-0.06
-144,IBEX,0.67
-144,IT40,0.67
-144,IBOV,-1.17
-143,Merval,0.44
-143,CAC40,0.15
-143,DAX40,0.03
-143,IBEX,0.97
-143,IT40,-0.27
-143,IBOV,2.05
-142,Merval,5.27
-142,CAC40,5.27
-142,DAX40,0
-142,IBEX,1.01
-142,IT40,0.18
-142,IBOV,0.02
-141,Merval,0.82
-141,CAC40,0.82
-141,DAX40,-0.43
-141,IBEX,0.72
-141,IT40,0.81
-141,IBOV,-0.57
-140,Merval,-3.82
-140,CAC40,0.51
-140,DAX40,0.4
-140,IBEX,0.97
-140,IT40,0.45
-140,IBOV,-0.85
-139,Merval,-0.85
-139,CAC40,-0.01
-139,DAX40,-0.01
-139,IBEX,-0.01
-139,IT40,-0.01
-139,IBOV,-0.01
-138,Merval,-0.01
-138,CAC40,-0.44
-138,DAX40,-0.44
-138,IBEX,-0.44
-138,IT40,-0.44
-138,IBOV,-0.44
-137,Merval,-4.03
-137,CAC40,-1.09
-137,DAX40,0.54
-137,IBEX,-0.99
-137,IT40,0.52
-137,IBOV,0.52
-136,Merval,0.94
-136,CAC40,-2.39
-136,DAX40,-0.1
-136,IBEX,-2.44
-136,IT40,0.25
-136,IBOV,0.25
-135,Merval,1.43
-135,CAC40,1.43
-135,DAX40,-0.39
-135,IBEX,-0.57
-135,IT40,1.03
-135,IBOV,2.4
-134,Merval,0.04
-134,CAC40,0.04
-134,DAX40,-0.76
-134,IBEX,-1.25
-134,IT40,-0.27
-134,IBOV,8.26
-133,Merval,0.47
-133,CAC40,0.6
-133,DAX40,1.08
-133,IBEX,2.05
-133,IT40,0.39
-133,IBOV,0.2
-132,Merval,0.2
-132,CAC40,0.06
-132,DAX40,0.06
-132,IBEX,0.06
-132,IT40,0.06
-132,IBOV,0.06
-131,Merval,0.06
-131,CAC40,0.34
-131,DAX40,0.34
-131,IBEX,0.34
-131,IT40,0.34
-131,IBOV,0.34
-130,Merval,2.44
-130,CAC40,1.28
-130,DAX40,-3.44
-130,IBEX,0.98
-130,IT40,0.53
-130,IBOV,-6.25
-129,Merval,-1.64
-129,CAC40,0.39
-129,DAX40,2.46
-129,IBEX,0.83
-129,IT40,-1.75
-129,IBOV,-0.89
-128,Merval,0.17
-128,CAC40,0.17
-128,DAX40,-0.49
-128,IBEX,1.36
-128,IT40,0.42
-128,IBOV,2.26
-127,Merval,0.99
-127,CAC40,0.99
-127,DAX40,0.01
-127,IBEX,0.76
-127,IT40,-1.27
-127,IBOV,1.69
-126,Merval,2.15
-126,CAC40,0.04
-126,DAX40,-2.01
-126,IBEX,2.55
-126,IT40,0.16
-126,IBOV,0.22
-125,Merval,0.22
-125,CAC40,-0.64
-125,DAX40,-0.64
-125,IBEX,-0.64
-125,IT40,-0.64
-125,IBOV,-0.64
-124,Merval,-0.64
-124,CAC40,-0.18
-124,DAX40,-0.18
-124,IBEX,-0.18
-124,IT40,-0.18
-124,IBOV,-0.18
-123,Merval,-0.18
-123,CAC40,0.65
-123,DAX40,-0.91
-123,IBEX,0.53
-123,IT40,0.89
-123,IBOV,3.26
-122,Merval,-0.95
-122,CAC40,0.29
-122,DAX40,0.46
-122,IBEX,-0.68
-122,IT40,-0.55
-122,IBOV,-0.76
-121,Merval,0.94
-121,CAC40,0.94
-121,DAX40,-1.28
-121,IBEX,1.07
-121,IT40,-0.42
-121,IBOV,1.89
-120,Merval,4.39
-120,CAC40,4.39
-120,DAX40,-1.86
-120,IBEX,-0.68
-120,IT40,0.8
-120,IBOV,-0.84
-119,Merval,-0.37
-119,CAC40,-1.13
-119,DAX40,0.43
-119,IBEX,0.29
-119,IT40,0.72
-119,IBOV,1.84
-118,Merval,1.84
-118,CAC40,0.57
-118,DAX40,0.57
-118,IBEX,0.57
-118,IT40,0.57
-118,IBOV,0.57
-117,Merval,0.57
-117,CAC40,-0.24
-117,DAX40,-0.24
-117,IBEX,-0.24
-117,IT40,-0.24
-117,IBOV,-0.24
-116,Merval,0.95
-116,CAC40,-1.38
-116,DAX40,1.37
-116,IBEX,-1.08
-116,IT40,0.71
-116,IBOV,0.67
-115,Merval,3.59
-115,CAC40,-1.39
-115,DAX40,0.67
-115,IBEX,0.93
-115,IT40,0.39
-115,IBOV,-2.51
-114,Merval,2.37
-114,CAC40,2.37
-114,DAX40,0.37
-114,IBEX,0.97
-114,IT40,0.39
-114,IBOV,-2.13
-113,Merval,1.81
-113,CAC40,1.81
-113,DAX40,0.21
-113,IBEX,-0.84
-113,IT40,0.11
-113,IBOV,-0.63
-112,Merval,-0.92
-112,CAC40,-0.57
-112,DAX40,0.5
-112,IBEX,-0.75
-112,IT40,-0.44
-112,IBOV,1.6
-111,Merval,1.6
-111,CAC40,0.98
-111,DAX40,0.98
-111,IBEX,0.98
-111,IT40,0.98
-111,IBOV,0.98
-110,Merval,0.98
-110,CAC40,0.29
-110,DAX40,0.29
-110,IBEX,0.29
-110,IT40,0.29
-110,IBOV,0.29
-109,Merval,1.66
-109,CAC40,0.72
-109,DAX40,-1.65
-109,IBEX,-1.17
-109,IT40,0.33
-109,IBOV,-1.82
-108,Merval,-1.86
-108,CAC40,-1.86
-108,DAX40,1.63
-108,IBEX,1.24
-108,IT40,0.29
-108,IBOV,3.65
-107,Merval,-3.47
-107,CAC40,-3.47
-107,DAX40,1.18
-107,IBEX,-1.18
-107,IT40,-0.22
-107,IBOV,0.07
-106,Merval,0.04
-106,CAC40,0.04
-106,DAX40,0.03
-106,IBEX,2.07
-106,IT40,-0.72
-106,IBOV,-0.97
-105,Merval,-0.97
-105,CAC40,-0.97
-105,DAX40,1.44
-105,IBEX,-0.18
-105,IT40,-0.17
-105,IBOV,1.97
-104,Merval,1.97
-104,CAC40,-0.29
-104,DAX40,-0.29
-104,IBEX,-0.29
-104,IT40,-0.29
-104,IBOV,-0.29
-103,Merval,-0.29
-103,CAC40,-0.2
-103,DAX40,-0.2
-103,IBEX,-0.2
-103,IT40,-0.2
-103,IBOV,-0.2
-102,Merval,1.44
-102,CAC40,2.62
-102,DAX40,-0.33
-102,IBEX,0.18
-102,IT40,-1.22
-102,IBOV,-0.77
-101,Merval,-0.69
-101,CAC40,-0.35
-101,DAX40,0.5
-101,IBEX,-0.99
-101,IT40,-0.71
-101,IBOV,-1.32
-100,Merval,2.69
-100,CAC40,2.69
-100,DAX40,0.2
-100,IBEX,-1
-100,IT40,0.68
-100,IBOV,-0.08
-99,Merval,0.36
-99,CAC40,0.36
-99,DAX40,0.06
-99,IBEX,1.81
-99,IT40,1.34
-99,IBOV,-3.22
-98,Merval,2.21
-98,CAC40,0.1
-98,DAX40,0.7
-98,IBEX,0.7
-98,IT40,-0.73
-98,IBOV,-2.69
-97,Merval,-2.69
-97,CAC40,0.84
-97,DAX40,0.84
-97,IBEX,0.84
-97,IT40,0.84
-97,IBOV,0.84
-96,Merval,0.84
-96,CAC40,-0.56
-96,DAX40,-0.56
-96,IBEX,-0.56
-96,IT40,-0.56
-96,IBOV,-0.56
-95,Merval,0.05
-95,CAC40,0.59
-95,DAX40,-1.91
-95,IBEX,-1.91
-95,IT40,0.93
-95,IBOV,-0.89
-94,Merval,-1.22
-94,CAC40,0.11
-94,DAX40,-0.21
-94,IBEX,0.84
-94,IT40,-0.63
-94,IBOV,2.1
-93,Merval,2.66
-93,CAC40,2.66
-93,DAX40,0.16
-93,IBEX,0.28
-93,IT40,1.05
-93,IBOV,-0.56
-92,Merval,-1.35
-92,CAC40,-1.35
-92,DAX40,-0.54
-92,IBEX,-1.03
-92,IT40,-0.09
-92,IBOV,-1.76
-91,Merval,0.67
-91,CAC40,-0.04
-91,DAX40,-1.47
-91,IBEX,2.87
-91,IT40,-1.08
-91,IBOV,-1.08
-90,Merval,-1.08
-90,CAC40,0.76
-90,DAX40,0.76
-90,IBEX,0.76
-90,IT40,0.76
-90,IBOV,0.76
-89,Merval,0.76
-89,CAC40,0.5
-89,DAX40,0.5
-89,IBEX,0.5
-89,IT40,0.5
-89,IBOV,0.5
-88,Merval,3.1
-88,CAC40,0.21
-88,DAX40,0.26
-88,IBEX,0.58
-88,IT40,1.33
-88,IBOV,2.04
-87,Merval,-1.55
-87,CAC40,0.39
-87,DAX40,-1.77
-87,IBEX,0
-87,IT40,-2.18
-87,IBOV,-1.71
-86,Merval,-0.64
-86,CAC40,-0.64
-86,DAX40,1.57
-86,IBEX,0.37
-86,IT40,0.22
-86,IBOV,-1.41
-85,Merval,1.7
-85,CAC40,1.7
-85,DAX40,0.99
-85,IBEX,0.17
-85,IT40,-0.17
-85,IBOV,2.12
-84,Merval,-4.38
-84,CAC40,0.48
-84,DAX40,0.48
-84,IBEX,-2.29
-84,IT40,0
-84,IBOV,-1.11
-83,Merval,-1.11
-83,CAC40,0.1
-83,DAX40,0.1
-83,IBEX,0.1
-83,IT40,0.1
-83,IBOV,0.1
-82,Merval,0.1
-82,CAC40,-0.57
-82,DAX40,-0.57
-82,IBEX,-0.57
-82,IT40,-0.57
-82,IBOV,-0.57
-81,Merval,-3.35
-81,CAC40,0.74
-81,DAX40,0.74
-81,IBEX,-0.53
-81,IT40,0
-81,IBOV,-0.65
-80,Merval,-1.94
-80,CAC40,0.54
-80,DAX40,2.02
-80,IBEX,0.95
-80,IT40,-0.44
-80,IBOV,0.56
-79,Merval,1.88
-79,CAC40,1.88
-79,DAX40,-0.58
-79,IBEX,-2.13
-79,IT40,1.43
-79,IBOV,1.65
-78,Merval,-0.01
-78,CAC40,-0.01
-78,DAX40,0.05
-78,IBEX,-2.19
-78,IT40,0.8
-78,IBOV,-0.53
-77,Merval,0.8
-77,CAC40,0.68
-77,DAX40,-1.54
-77,IBEX,0.89
-77,IT40,0.38
-77,IBOV,2.75
-75,Merval,2.75
-75,CAC40,0.16
-75,DAX40,0.16
-75,IBEX,0.16
-75,IT40,0.16
-75,IBOV,0.16
-74,Merval,4.28
-74,CAC40,-0.5
-74,DAX40,0.48
-74,IBEX,0.19
-74,IT40,-1.19
-74,IBOV,-2.35
-73,Merval,-0.09
-73,CAC40,0.26
-73,DAX40,1.46
-73,IBEX,-4.19
-73,IT40,0.11
-73,IBOV,0.75
-72,Merval,1.24
-72,CAC40,1.24
-72,DAX40,0.2
-72,IBEX,-2.99
-72,IT40,0.69
-72,IBOV,1.52
-71,Merval,-1.42
-71,CAC40,-1.42
-71,DAX40,-1.42
-71,IBEX,2.69
-71,IT40,-0.55
-71,IBOV,0.68
-70,Merval,0.68
-70,CAC40,0.28
-70,DAX40,-0.49
-70,IBEX,0.49
-70,IT40,-0.94
-70,IBOV,-1.04
-69,Merval,-1.04
-69,CAC40,-0.17
-69,DAX40,-0.17
-69,IBEX,-0.17
-69,IT40,-0.17
-69,IBOV,-0.17
-68,Merval,-0.17
-68,CAC40,0.23
-68,DAX40,0.23
-68,IBEX,0.23
-68,IT40,0.23
-68,IBOV,0.23
-67,Merval,0.23
-67,CAC40,0.2
-67,DAX40,-0.28
-67,IBEX,-0.66
-67,IT40,0
-67,IBOV,-2.03
-66,Merval,-5.3
-66,CAC40,-0.07
-66,DAX40,-0.65
-66,IBEX,-5.41
-66,IT40,1.06
-66,IBOV,-0.56
-65,Merval,-0.43
-65,CAC40,-0.43
-65,DAX40,0.57
-65,IBEX,-2.27
-65,IT40,-0.69
-65,IBOV,1.38
-64,Merval,3.2
-64,CAC40,3.2
-64,DAX40,0.9
-64,IBEX,-2.93
-64,IT40,0.6
-64,IBOV,-1.05
-63,Merval,-2.47
-63,CAC40,-0.02
-63,DAX40,-0.27
-63,IBEX,-3.28
-63,IT40,0.69
-63,IBOV,-1.46
-62,Merval,-1.46
-62,CAC40,0.23
-62,DAX40,0.23
-62,IBEX,0.23
-62,IT40,0.23
-62,IBOV,0.23
-61,Merval,0.23
-61,CAC40,0.26
-61,DAX40,0.26
-61,IBEX,0.26
-61,IT40,0.26
-61,IBOV,0.26
-60,Merval,1.21
-60,CAC40,0.98
-60,DAX40,1.26
-60,IBEX,14.43
-60,IT40,0.4
-60,IBOV,0.27
-59,Merval,-1.02
-59,CAC40,-0.13
-59,DAX40,0.54
-59,IBEX,-3.32
-59,IT40,0.55
-59,IBOV,-0.28
-58,Merval,-0.77
-58,CAC40,-0.77
-58,DAX40,0
-58,IBEX,0.81
-58,IT40,-0.32
-58,IBOV,-0.32
-57,Merval,-0.25
-57,CAC40,-0.25
-57,DAX40,-1.01
-57,IBEX,-1.11
-57,IT40,-0.31
-57,IBOV,-4.25
-56,Merval,2.06
-56,CAC40,0.41
-56,DAX40,-0.28
-56,IBEX,-6.64
-56,IT40,-1.52
-56,IBOV,1.11
-55,Merval,1.11
-55,CAC40,0.05
-55,DAX40,0.05
-55,IBEX,0.05
-55,IT40,0.05
-55,IBOV,0.05
-54,Merval,0.05
-54,CAC40,-1.32
-54,DAX40,-1.32
-54,IBEX,-1.32
-54,IT40,-1.32
-54,IBOV,-1.32
-53,Merval,0.57
-53,CAC40,-0.31
-53,DAX40,0.31
-53,IBEX,-0.31
-53,IT40,-1.23
-53,IBOV,-1.73
-52,Merval,3.02
-52,CAC40,-0.11
-52,DAX40,-0.21
-52,IBEX,3.68
-52,IT40,0.18
-52,IBOV,-1.54
-51,Merval,0.74
-51,CAC40,0.74
-51,DAX40,0.61
-51,IBEX,-2.61
-51,IT40,-2.85
-51,IBOV,2.61
-50,Merval,2.12
-50,CAC40,2.12
-50,DAX40,0.24
-50,IBEX,-1.13
-50,IT40,-0.1
-50,IBOV,-4.52
-49,Merval,-0.18
-49,CAC40,-0.61
-49,DAX40,0.48
-49,IBEX,1.48
-49,IT40,0.57
-49,IBOV,1.26
-48,Merval,1.26
-48,CAC40,-1.29
-48,DAX40,-1.29
-48,IBEX,-1.29
-48,IT40,-1.29
-48,IBOV,-1.29
-47,Merval,-1.29
-47,CAC40,-0.2
-47,DAX40,-0.2
-47,IBEX,-0.2
-47,IT40,-0.2
-47,IBOV,-0.2
-46,Merval,1.42
-46,CAC40,-0.53
-46,DAX40,1.28
-46,IBEX,-1.27
-46,IT40,-3.76
-46,IBOV,-1.63
-45,Merval,2.04
-45,CAC40,1.24
-45,DAX40,0.49
-45,IBEX,-3.05
-45,IT40,1.82
-45,IBOV,2.12
-44,Merval,-2.41
-44,CAC40,-2.41
-44,DAX40,-0.02
-44,IBEX,0.42
-44,IT40,-0.65
-44,IBOV,0.88
-43,Merval,0.76
-43,CAC40,0.76
-43,DAX40,0
-43,IBEX,3.23
-43,IT40,1.45
-43,IBOV,2.63
-42,Merval,0.54
-42,CAC40,0.14
-42,DAX40,0.04
-42,IBEX,0.97
-42,IT40,1.18
-42,IBOV,0.12
-41,Merval,0.12
-41,CAC40,-0.22
-41,DAX40,-0.22
-41,IBEX,-0.22
-41,IT40,-0.22
-41,IBOV,-0.22
-40,Merval,-0.22
-40,CAC40,-0.06
-40,DAX40,-0.06
-40,IBEX,-0.06
-40,IT40,-0.06
-40,IBOV,-0.06
-39,Merval,-2.27
-39,CAC40,-0.17
-39,DAX40,0.07
-39,IBEX,-0.7
-39,IT40,-0.07
-39,IBOV,-0.56
-38,Merval,0.06
-38,CAC40,0.03
-38,DAX40,-0.31
-38,IBEX,-0.64
-38,IT40,-2.18
-38,IBOV,0.35
-37,Merval,-3.27
-37,CAC40,-3.27
-37,DAX40,0.07
-37,IBEX,-0.34
-37,IT40,1.83
-37,IBOV,-2.95
-36,Merval,1.25
-36,CAC40,1.25
-36,DAX40,0.21
-36,IBEX,0.09
-36,IT40,0.39
-36,IBOV,1.27
-35,Merval,3.82
-35,CAC40,0.43
-35,DAX40,0.4
-35,IBEX,-3.8
-35,IT40,-0.17
-35,IBOV,0.01
-34,Merval,0.01
-34,CAC40,-0.38
-34,DAX40,-0.38
-34,IBEX,-0.38
-34,IT40,-0.38
-34,IBOV,-0.38
-33,Merval,-0.38
-33,CAC40,-0.01
-33,DAX40,-0.01
-33,IBEX,-0.01
-33,IT40,-0.01
-33,IBOV,-0.01
-32,Merval,1.51
-32,CAC40,1.39
-32,DAX40,0.21
-32,IBEX,-1.44
-32,IT40,-0.18
-32,IBOV,1.7
-31,Merval,1.62
-31,CAC40,-0.48
-31,DAX40,0.2
-31,IBEX,-1.43
-31,IT40,-1.85
-31,IBOV,-0.03
-30,Merval,-0.68
-30,CAC40,-0.68
-30,DAX40,-0.79
-30,IBEX,2.29
-30,IT40,0.93
-30,IBOV,2.11
-29,Merval,0.75
-29,CAC40,0.75
-29,DAX40,-0.11
-29,IBEX,3.72
-29,IT40,-2.26
-29,IBOV,-2.26
-28,Merval,1.28
-28,CAC40,-0.93
-28,DAX40,-0.26
-28,IBEX,3.95
-28,IT40,1.47
-28,IBOV,-0.58
-27,Merval,-0.58
-27,CAC40,-1.1
-27,DAX40,-1.1
-27,IBEX,-1.1
-27,IT40,-1.1
-27,IBOV,-1.1
-26,Merval,-1.1
-26,CAC40,-0.34
-26,DAX40,-0.34
-26,IBEX,-0.34
-26,IT40,-0.34
-26,IBOV,-0.34
-25,Merval,-0.34
-25,CAC40,-1.05
-25,DAX40,-0.29
-25,IBEX,0.23
-25,IT40,-1.12
-25,IBOV,-2.18
-24,Merval,0.58
-24,CAC40,1.34
-24,DAX40,0.37
-24,IBEX,1.65
-24,IT40,-1.4
-24,IBOV,-0.71
-23,Merval,0.25
-23,CAC40,0.25
-23,DAX40,0.1
-23,IBEX,-0.6
-23,IT40,-0.22
-23,IBOV,0.58
-22,Merval,1.5
-22,CAC40,1.5
-22,DAX40,0.74
-22,IBEX,0.74
-22,IT40,1.93
-22,IBOV,-4.13
-21,Merval,1.73
-21,CAC40,-1.92
-21,DAX40,-0.17
-21,IBEX,2.22
-21,IT40,-0.82
-21,IBOV,1.43
-20,Merval,1.43
-20,CAC40,-0.05
-20,DAX40,-0.05
-20,IBEX,-0.05
-20,IT40,-0.05
-20,IBOV,-0.05
-19,Merval,-0.05
-19,CAC40,0.87
-19,DAX40,0.87
-19,IBEX,0.87
-19,IT40,0.87
-19,IBOV,0.87
-18,Merval,0.34
-18,CAC40,-0.97
-18,DAX40,-0.66
-18,IBEX,1
-18,IT40,-0.22
-18,IBOV,2.06
-17,Merval,2.38
-17,CAC40,0.91
-17,DAX40,0.17
-17,IBEX,-0.55
-17,IT40,0.58
-17,IBOV,-2.86
-16,Merval,0.2
-16,CAC40,0.2
-16,DAX40,-0.71
-16,IBEX,-1.3
-16,IT40,0.41
-16,IBOV,0
-15,Merval,1.23
-15,CAC40,1.23
-15,DAX40,-0.64
-15,IBEX,-3.03
-15,IT40,0.32
-15,IBOV,0.45
-14,Merval,-0.53
-14,CAC40,-0.88
-14,DAX40,0.1
-14,IBEX,-0.54
-14,IT40,0.34
-14,IBOV,-2.15
-13,Merval,-2.15
-13,CAC40,0.76
-13,DAX40,0.76
-13,IBEX,0.76
-13,IT40,0.76
-13,IBOV,0.76
-12,Merval,0.76
-12,CAC40,0.07
-12,DAX40,0.07
-12,IBEX,0.07
-12,IT40,0.07
-12,IBOV,0.07
-11,Merval,-3.08
-11,CAC40,0.86
-11,DAX40,0.18
-11,IBEX,1.61
-11,IT40,-0.42
-11,IBOV,2.15
-10,Merval,2.2
-10,CAC40,0.18
-10,DAX40,0.71
-10,IBEX,-5.45
-10,IT40,-0.55
-10,IBOV,-1.45
-9,Merval,1.84
-9,CAC40,1.84
-9,DAX40,0.09
-9,IBEX,1.12
-9,IT40,0.34
-9,IBOV,-2.68
-8,Merval,-2.68
-8,CAC40,-2.68
-8,DAX40,1.19
-8,IBEX,-0.92
-8,IT40,1.48
-8,IBOV,-5.07
-7,Merval,-5.07
-7,CAC40,0.42
-7,DAX40,-0.2
-7,IBEX,0.79
-7,IT40,1.12
-7,IBOV,-4.67
-6,Merval,-4.67
-6,CAC40,0.67
-6,DAX40,0.67
-6,IBEX,0.67
-6,IT40,0.67
-6,IBOV,0.67
-5,Merval,0.67
-5,CAC40,-1.48
-5,DAX40,-1.48
-5,IBEX,-1.48
-5,IT40,-1.48
-5,IBOV,-1.48
-4,Merval,-2.75
-4,CAC40,0.97
-4,DAX40,-1.03
-4,IBEX,0.33
-4,IT40,0.61
-4,IBOV,3.77
-3,Merval,-0.58
-3,CAC40,0.43
-3,DAX40,-1.35
-3,IBEX,3.59
-3,IT40,0.2
-3,IBOV,-2.22
-2,Merval,-0.78
-2,CAC40,-0.78
-2,DAX40,0.36
-2,IBEX,3.87
-2,IT40,-1.45
-2,IBOV,0.39
-1,Merval,0.31
-1,CAC40,0.31
-1,DAX40,-1.52
-1,IBEX,0.93
-1,IT40,0.9
-1,IBOV,2.97
0,Merval,0.23
0,CAC40,-0.36
0,DAX40,0.07
0,IBEX,0.46
0,IT40,-0.27
0,IBOV,1.93
1,Merval,1.93
1,CAC40,0.24
1,DAX40,0.24
1,IBEX,0.24
1,IT40,0.24
1,IBOV,0.24
2,Merval,0.24
2,CAC40,0.46
2,DAX40,0.46
2,IBEX,0.46
2,IT40,0.46
2,IBOV,0.46
3,Merval,2.34
3,CAC40,-0.56
3,DAX40,1.21
3,IBEX,-0.68
3,IT40,0.42
3,IBOV,-3.77
4,Merval,1.99
4,CAC40,-0.35
4,DAX40,-0.65
4,IBEX,2
4,IT40,-1.03
4,IBOV,-0.18
5,Merval,4.36
5,CAC40,4.36
5,DAX40,1.44
5,IBEX,0.19
5,IT40,0.24
5,IBOV,-1.41
6,Merval,1.45
6,CAC40,1.45
6,DAX40,-1.07
6,IBEX,-1.15
6,IT40,-1.44
6,IBOV,-0.33
7,Merval,2.92
7,CAC40,-0.37
7,DAX40,-0.35
7,IBEX,-1.66
7,IT40,-0.92
