Relative_Date,Stock markets,Values
7,IBOV,-1.65
8,Merval,-1.65
8,CAC40,1.04
8,DAX40,1.04
8,IBEX,1.04
8,IT40,1.04
8,IBOV,1.04
9,Merval,1.04
9,CAC40,-0.14
9,DAX40,-0.14
9,IBEX,-0.14
9,IT40,-0.14
9,IBOV,-0.14
10,Merval,2.5
10,CAC40,1
10,DAX40,-1.11
10,IBEX,-0.62
10,IT40,-0.45
10,IBOV,2.27
11,Merval,1.59
11,CAC40,0.57
11,DAX40,1.27
11,IBEX,1.32
11,IT40,-0.29
11,IBOV,-0.29
12,Merval,3.59
12,CAC40,3.59
12,DAX40,0.2
12,IBEX,-0.2
12,IT40,2.27
12,IBOV,-1.69
13,Merval,-1.58
13,CAC40,-1.58
13,DAX40,0.42
13,IBEX,2.61
13,IT40,-0.26
13,IBOV,2.84
14,Merval,1.37
14,CAC40,-0.37
14,DAX40,-1.53
14,IBEX,0.83
14,IT40,-0.82
14,IBOV,1.03
15,Merval,1.03
15,CAC40,0.37
15,DAX40,0.37
15,IBEX,0.37
15,IT40,0.37
15,IBOV,0.37
16,Merval,0.37
16,CAC40,-0.23
16,DAX40,-0.23
16,IBEX,-0.23
16,IT40,-0.23
16,IBOV,-0.23
17,Merval,2.46
17,CAC40,-0.68
17,DAX40,-0.48
17,IBEX,1.14
17,IT40,1.58
17,IBOV,-3.25
18,Merval,-4.2
18,CAC40,0.33
18,DAX40,0.58
18,IBEX,1.32
18,IT40,-0.33
18,IBOV,-0.88
19,Merval,1.36
19,CAC40,1.36
19,DAX40,-0.62
19,IBEX,-0.01
19,IT40,0.47
19,IBOV,2.29
20,Merval,4.27
20,CAC40,4.27
20,DAX40,-1.94
20,IBEX,0.15
20,IT40,0.81
20,IBOV,0.55
21,Merval,1.98
21,CAC40,-0.03
21,DAX40,-2.1
21,IBEX,-1.5
21,IT40,0.61
21,IBOV,-2.34
22,Merval,-2.34
22,CAC40,0.81
22,DAX40,0.81
22,IBEX,0.81
22,IT40,0.81
22,IBOV,0.81
23,Merval,0.81
23,CAC40,-0.35
23,DAX40,-0.35
23,IBEX,-0.35
23,IT40,-0.35
23,IBOV,-0.35
24,Merval,0.9
24,CAC40,0.01
24,DAX40,-0.61
24,IBEX,3.2
24,IT40,-0.31
24,IBOV,-6.39
25,Merval,0.04
25,CAC40,-1.59
25,DAX40,0.39
25,IBEX,0.33
25,IT40,-0.86
25,IBOV,-1.15
26,Merval,4.09
26,CAC40,4.09
26,DAX40,-0.65
26,IBEX,-0.26
26,IT40,1.23
26,IBOV,1.69
27,Merval,4.24
27,CAC40,4.24
27,DAX40,-1
27,IBEX,-0.03
27,IT40,-0.72
27,IBOV,-2.83
28,Merval,3.42
28,CAC40,-0.04
28,DAX40,-0.33
28,IBEX,-1.74
28,IT40,1.16
28,IBOV,-5.05
29,Merval,-5.05
29,CAC40,-0.16
29,DAX40,-0.16
29,IBEX,-0.16
29,IT40,-0.16
29,IBOV,-0.16
30,Merval,-0.16
30,CAC40,-1.82
30,DAX40,-1.82
30,IBEX,-1.82
30,IT40,-1.82
30,IBOV,-1.82
31,Merval,3.47
31,CAC40,0.83
31,DAX40,1.9
31,IBEX,1.52
31,IT40,-1.05
31,IBOV,2.03
32,Merval,4.07
32,CAC40,-0.08
32,DAX40,-1.21
32,IBEX,-0.87
32,IT40,0.34
32,IBOV,0.12
33,Merval,-9.73
33,CAC40,-9.73
33,DAX40,1.43
33,IBEX,-3.21
33,IT40,0.6
33,IBOV,5.17
34,Merval,-0.08
34,CAC40,-0.08
34,DAX40,0.29
34,IBEX,-0.31
34,IT40,-0.54
34,IBOV,-0.93
35,Merval,5.32
35,CAC40,0.65
35,DAX40,-1.44
35,IBEX,-0.64
35,IT40,-0.02
35,IBOV,0.76
36,Merval,0.76
36,CAC40,0.54
36,DAX40,0.54
36,IBEX,0.54
36,IT40,0.54
36,IBOV,0.54
37,Merval,0.54
37,CAC40,0.22
37,DAX40,0.22
37,IBEX,0.22
37,IT40,0.22
37,IBOV,0.22
38,Merval,1.08
38,CAC40,-0.02
38,DAX40,1.68
38,IBEX,-0.17
38,IT40,0.64
38,IBOV,-3.94
39,Merval,0.7
39,CAC40,0.24
39,DAX40,0.96
39,IBEX,1.08
39,IT40,0
39,IBOV,3.45
40,Merval,3.16
40,CAC40,3.16
40,DAX40,-0.21
40,IBEX,0.21
40,IT40,1.23
40,IBOV,1.4
41,Merval,0.55
41,CAC40,0.55
41,DAX40,0.93
41,IBEX,-1.47
41,IT40,0.44
41,IBOV,3.49
42,Merval,-2.75
42,CAC40,0.86
42,DAX40,-0.66
42,IBEX,-1.4
42,IT40,0.13
42,IBOV,-3
43,Merval,-3
43,CAC40,0.11
43,DAX40,0.11
43,IBEX,0.11
43,IT40,0.11
43,IBOV,0.11
44,Merval,0.11
44,CAC40,0.3
44,DAX40,0.3
44,IBEX,0.3
44,IT40,0.3
44,IBOV,0.3
45,Merval,-3.31
45,CAC40,-0.42
45,DAX40,1.83
45,IBEX,1.26
45,IT40,-0.29
45,IBOV,-2.49
46,Merval,3.12
46,CAC40,-1.3
46,DAX40,0.82
46,IBEX,-1.65
46,IT40,0.38
46,IBOV,-2.7
47,Merval,-0.98
47,CAC40,-0.98
47,DAX40,-0.19
47,IBEX,-1.57
47,IT40,-0.79
47,IBOV,0
48,Merval,-0.88
48,CAC40,-0.88
48,DAX40,-1.12
48,IBEX,1.12
48,IT40,1.04
48,IBOV,-0.23
49,Merval,-3.81
49,CAC40,0.13
49,DAX40,0.08
49,IBEX,1.44
49,IT40,0.12
49,IBOV,3.98
50,Merval,3.98
50,CAC40,-1.31
50,DAX40,-1.31
50,IBEX,-1.31
50,IT40,-1.31
50,IBOV,-1.31
51,Merval,-1.31
51,CAC40,-1.54
51,DAX40,-1.54
51,IBEX,-1.54
51,IT40,-1.54
51,IBOV,-1.54
52,Merval,1.77
52,CAC40,-0.31
52,DAX40,0.09
52,IBEX,-0.12
52,IT40,0.24
52,IBOV,-1.3
53,Merval,1.31
53,CAC40,0.16
53,DAX40,0.3
53,IBEX,0.5
53,IT40,-0.02
53,IBOV,-1.97
54,Merval,1.35
54,CAC40,1.35
54,DAX40,1.26
54,IBEX,3.51
54,IT40,0.51
54,IBOV,1.93
55,Merval,-0.75
55,CAC40,-0.75
55,DAX40,1.02
55,IBEX,-0.07
55,IT40,-0.14
55,IBOV,2.88
56,Merval,0.67
56,CAC40,0.33
56,DAX40,0.23
56,IBEX,0.59
56,IT40,0.58
56,IBOV,-1.12
57,Merval,-1.12
57,CAC40,0.27
57,DAX40,0.27
57,IBEX,0.27
57,IT40,0.27
57,IBOV,0.27
58,Merval,0.27
58,CAC40,0.91
58,DAX40,0.91
58,IBEX,0.91
58,IT40,0.91
58,IBOV,0.91
59,Merval,3.09
59,CAC40,-0.08
59,DAX40,0.11
59,IBEX,0.22
59,IT40,0.15
59,IBOV,5.1
60,Merval,0.33
60,CAC40,0.46
60,DAX40,-0.49
60,IBEX,-1.35
60,IT40,-0.22
60,IBOV,2.5
61,Merval,-1.35
61,CAC40,-1.35
61,DAX40,-0.11
61,IBEX,1.02
61,IT40,-0.8
61,IBOV,0.08
62,Merval,0.89
62,CAC40,0.89
62,DAX40,-0.09
62,IBEX,1.2
62,IT40,-0.55
62,IBOV,1.25
63,Merval,-3.21
63,CAC40,-0.07
63,DAX40,-0.41
63,IBEX,-0.22
63,IT40,0.51
63,IBOV,-0.96
64,Merval,-0.96
64,CAC40,0.28
64,DAX40,0.28
64,IBEX,0.28
64,IT40,0.28
64,IBOV,0.28
65,Merval,0.28
65,CAC40,0.56
65,DAX40,0.56
65,IBEX,0.56
65,IT40,0.56
65,IBOV,0.56
66,Merval,0.56
66,CAC40,1.07
66,DAX40,0.09
66,IBEX,0.71
66,IT40,-0.35
66,IBOV,-1.26
67,Merval,-1.26
67,CAC40,0.78
67,DAX40,-0.28
67,IBEX,0.38
67,IT40,0.63
67,IBOV,-1.94
68,Merval,-1.71
68,CAC40,-1.71
68,DAX40,0.3
68,IBEX,-0.51
68,IT40,0.16
68,IBOV,-1.41
69,Merval,1.34
69,CAC40,1.34
69,DAX40,1.41
69,IBEX,-0.33
69,IT40,-0.14
69,IBOV,-3.17
70,Merval,0.13
70,CAC40,-0.33
70,DAX40,0.01
70,IBEX,-1.2
70,IT40,-0.1
70,IBOV,-0.41
71,Merval,-0.41
71,CAC40,0.05
71,DAX40,0.05
71,IBEX,0.05
71,IT40,0.05
71,IBOV,0.05
72,Merval,0.05
72,CAC40,0.61
72,DAX40,0.61
72,IBEX,0.61
72,IT40,0.61
72,IBOV,0.61
73,Merval,0.86
73,CAC40,0.5
73,DAX40,-0.51
73,IBEX,1.46
73,IT40,0.09
73,IBOV,2.45
74,Merval,-1.2
74,CAC40,-0.85
74,DAX40,-1.58
74,IBEX,0.18
74,IT40,-0.65
74,IBOV,0.53
75,Merval,0.86
75,CAC40,0.86
75,DAX40,0.7
75,IBEX,-1.93
75,IT40,1.09
75,IBOV,1.58
76,Merval,-2.74
76,CAC40,-2.74
76,DAX40,-1.57
76,IBEX,-0.51
76,IT40,0.41
76,IBOV,0.22
77,Merval,1.28
77,CAC40,0.24
77,DAX40,-0.2
77,IBEX,2.15
77,IT40,-1.01
77,IBOV,0.19
78,Merval,0.19
78,CAC40,-0.71
78,DAX40,-0.71
78,IBEX,-0.71
78,IT40,-0.71
78,IBOV,-0.71
79,Merval,-0.71
79,CAC40,0.43
79,DAX40,0.43
79,IBEX,0.43
79,IT40,0.43
79,IBOV,0.43
80,Merval,2.91
80,CAC40,-1.47
80,DAX40,-0.71
80,IBEX,-1.07
80,IT40,0.07
80,IBOV,-4.03
81,Merval,-2.58
81,CAC40,-0.95
81,DAX40,0.55
81,IBEX,-0.21
81,IT40,0.89
81,IBOV,-2.16
82,Merval,1.79
82,CAC40,1.79
82,DAX40,-0.97
82,IBEX,-0.98
82,IT40,0.3
82,IBOV,-1.1
83,Merval,-1.34
83,CAC40,-1.34
83,DAX40,-1.99
83,IBEX,0.26
83,IT40,0.26
83,IBOV,-1.66
84,Merval,-4.5
84,CAC40,-1.1
84,DAX40,-1.1
84,IBEX,-0.61
84,IT40,0.12
84,IBOV,2.81
85,Merval,2.81
85,CAC40,0.35
85,DAX40,0.35
85,IBEX,0.35
85,IT40,0.35
85,IBOV,0.35
86,Merval,0.35
86,CAC40,-2.11
86,DAX40,-2.11
86,IBEX,-2.11
86,IT40,-2.11
86,IBOV,-2.11
87,Merval,-4.73
87,CAC40,-1.92
87,DAX40,0.15
87,IBEX,-0.64
87,IT40,-0.08
87,IBOV,-4.1
88,Merval,-2.12
88,CAC40,-0.2
88,DAX40,-1.34
88,IBEX,2.58
88,IT40,-0.12
88,IBOV,-0.46
89,Merval,-4.82
89,CAC40,-4.82
89,DAX40,-1
89,IBEX,0.46
89,IT40,0.8
89,IBOV,1.15
90,Merval,6.46
90,CAC40,6.46
90,DAX40,0.11
90,IBEX,0.37
90,IT40,0.65
90,IBOV,-0.69
91,Merval,-0.74
91,CAC40,-0.02
91,DAX40,-2.4
91,IBEX,-0.18
91,IT40,-0.01
91,IBOV,-5.42
92,Merval,-5.42
92,CAC40,1.53
92,DAX40,1.53
92,IBEX,1.53
92,IT40,1.53
92,IBOV,1.53
93,Merval,1.53
93,CAC40,-0.54
93,DAX40,-0.54
93,IBEX,-0.54
93,IT40,-0.54
93,IBOV,-0.54
94,Merval,-0.31
94,CAC40,-0.55
94,DAX40,0.27
94,IBEX,-0.19
94,IT40,0.33
94,IBOV,-1.56
95,Merval,3.5
95,CAC40,-0.63
95,DAX40,0.15
95,IBEX,-0.49
95,IT40,0.62
95,IBOV,4.75
96,Merval,-1.69
96,CAC40,-1.69
96,DAX40,-2.87
96,IBEX,2.05
96,IT40,0.42
96,IBOV,-2.25
97,Merval,-2.51
97,CAC40,-2.51
97,DAX40,0.13
97,IBEX,-0.15
97,IT40,0.29
97,IBOV,3.55
98,Merval,3.55
98,CAC40,-0.62
98,DAX40,3.12
98,IBEX,0.17
98,IT40,-0.06
98,IBOV,1.6
99,Merval,1.6
99,CAC40,-1.69
99,DAX40,-1.69
99,IBEX,-1.69
99,IT40,-1.69
99,IBOV,-1.69
100,Merval,-1.69
100,CAC40,-0.29
100,DAX40,-0.29
100,IBEX,-0.29
100,IT40,-0.29
100,IBOV,-0.29
101,Merval,6.6
101,CAC40,1.6
101,DAX40,-1.5
101,IBEX,0.27
101,IT40,0.18
101,IBOV,-5.04
102,Merval,3.7
102,CAC40,-1.29
102,DAX40,1.94
102,IBEX,-0.02
102,IT40,-1.29
102,IBOV,0.61
103,Merval,2.77
103,CAC40,2.77
103,DAX40,0.6
103,IBEX,0.01
103,IT40,0.87
103,IBOV,-2.16
104,Merval,1.02
104,CAC40,1.02
104,DAX40,1.2
104,IBEX,-0.04
104,IT40,-0.1
104,IBOV,2.26
105,Merval,-2.35
105,CAC40,0.44
105,DAX40,-0.66
105,IBEX,0.3
105,IT40,0.08
105,IBOV,-0.85
106,Merval,-0.85
106,CAC40,-0.22
106,DAX40,-0.22
106,IBEX,-0.22
106,IT40,-0.22
106,IBOV,-0.22
107,Merval,-0.22
107,CAC40,2.31
107,DAX40,2.31
107,IBEX,2.31
107,IT40,2.31
107,IBOV,2.31
108,Merval,3.65
108,CAC40,-0.15
108,DAX40,-0.95
108,IBEX,-0.5
108,IT40,-0.22
108,IBOV,-4.67
109,Merval,-1.26
109,CAC40,0.32
109,DAX40,1.86
109,IBEX,-0.67
109,IT40,-0.21
109,IBOV,1.46
110,Merval,0.54
110,CAC40,0.54
110,DAX40,0.16
110,IBEX,-0.9
110,IT40,0.28
110,IBOV,0
111,Merval,0
111,CAC40,0
111,DAX40,0.35
111,IBEX,0.5
111,IT40,-0.27
111,IBOV,8.32
112,Merval,8.32
112,CAC40,-0.01
112,DAX40,2.33
112,IBEX,0.55
112,IT40,0.08
112,IBOV,1.22
113,Merval,1.22
113,CAC40,-0.51
113,DAX40,-0.51
113,IBEX,-0.51
113,IT40,-0.51
113,IBOV,-0.51
114,Merval,-0.51
114,CAC40,1.24
114,DAX40,1.24
114,IBEX,1.24
114,IT40,1.24
114,IBOV,1.24
115,Merval,1.54
115,CAC40,-0.13
115,DAX40,-0.81
115,IBEX,-1.51
115,IT40,0.12
115,IBOV,0.76
116,Merval,1.25
116,CAC40,-0.48
116,DAX40,-0.92
116,IBEX,1.06
116,IT40,0.45
116,IBOV,1.93
117,Merval,2.65
117,CAC40,2.65
117,DAX40,1.63
117,IBEX,-1.79
117,IT40,0.49
117,IBOV,4.79
118,Merval,1.3
118,CAC40,1.3
118,DAX40,0.66
118,IBEX,0.32
118,IT40,-0.43
118,IBOV,-0.14
119,Merval,1.99
119,CAC40,-0.93
119,DAX40,-0.91
119,IBEX,-1.65
119,IT40,0.58
119,IBOV,2.71
120,Merval,2.71
120,CAC40,0.85
120,DAX40,0.85
120,IBEX,0.85
120,IT40,0.85
120,IBOV,0.85
121,Merval,0.85
121,CAC40,-0.65
121,DAX40,-0.65
121,IBEX,-0.65
121,IT40,-0.65
121,IBOV,-0.65
122,Merval,2.02
122,CAC40,-0.7
122,DAX40,0.65
122,IBEX,-1.31
122,IT40,1
122,IBOV,-5.04
123,Merval,1.07
123,CAC40,-0.17
123,DAX40,0.18
123,IBEX,1.15
123,IT40,0.3
123,IBOV,-0.44
124,Merval,-3.13
124,CAC40,-3.13
124,DAX40,-1.69
124,IBEX,-1.68
124,IT40,0.19
124,IBOV,5.89
125,Merval,2.33
125,CAC40,2.33
125,DAX40,0.41
125,IBEX,-0.84
125,IT40,-0.27
125,IBOV,0.35
126,Merval,3.22
126,CAC40,-0.79
126,DAX40,0.05
126,IBEX,0.76
126,IT40,0.45
126,IBOV,-0.14
127,Merval,-0.14
127,CAC40,-1.21
127,DAX40,-1.21
127,IBEX,-1.21
127,IT40,-1.21
127,IBOV,-1.21
128,Merval,-1.21
128,CAC40,1.03
128,DAX40,1.03
128,IBEX,1.03
128,IT40,1.03
128,IBOV,1.03
129,Merval,2.93
129,CAC40,-0.75
129,DAX40,0.58
129,IBEX,1.2
129,IT40,0.27
129,IBOV,-2.02
130,Merval,1.21
130,CAC40,0.18
130,DAX40,1.61
130,IBEX,-2.46
130,IT40,-0.21
130,IBOV,-0.96
131,Merval,0.57
131,CAC40,0.57
131,DAX40,0.17
131,IBEX,0.93
131,IT40,0.77
131,IBOV,-2.25
132,Merval,-2.62
132,CAC40,-2.62
132,DAX40,0.12
132,IBEX,1.33
132,IT40,0.01
132,IBOV,1.48
133,Merval,0.39
133,CAC40,0.97
133,DAX40,2.62
133,IBEX,-0.52
133,IT40,-0.41
133,IBOV,0.75
134,Merval,0.75
134,CAC40,-0.24
134,DAX40,-0.24
134,IBEX,-0.24
134,IT40,-0.24
134,IBOV,-0.24
135,Merval,-0.24
135,CAC40,0
135,DAX40,0
135,IBEX,0
135,IT40,0
135,IBOV,0
136,Merval,0
136,CAC40,0.46
136,DAX40,0.54
136,IBEX,-2.68
136,IT40,0.18
136,IBOV,0.07
137,Merval,-0.78
137,CAC40,-0.05
137,DAX40,0.77
137,IBEX,-3.05
137,IT40,0.11
137,IBOV,-1.76
138,Merval,-2.58
138,CAC40,-2.58
138,DAX40,0.55
138,IBEX,0.52
138,IT40,0.24
138,IBOV,-0.13
139,Merval,-2.17
139,CAC40,-2.17
139,DAX40,0.6
139,IBEX,-0.21
139,IT40,0
139,IBOV,0
140,Merval,5.46
140,CAC40,1
140,DAX40,0.06
140,IBEX,-1.8
140,IT40,-0.61
140,IBOV,-0.61
141,Merval,-0.61
141,CAC40,-0.82
141,DAX40,-0.82
141,IBEX,-0.82
141,IT40,-0.82
141,IBOV,-0.82
142,Merval,-0.82
142,CAC40,-1.36
142,DAX40,-1.36
142,IBEX,-1.36
142,IT40,-1.36
142,IBOV,-1.36
143,Merval,2.44
143,CAC40,-3.32
143,DAX40,-0.17
143,IBEX,-2.33
143,IT40,-1.46
143,IBOV,2.28
144,Merval,1.11
144,CAC40,0.68
144,DAX40,-0.3
144,IBEX,-0.62
144,IT40,0.19
144,IBOV,0.52
145,Merval,0.89
145,CAC40,0.89
145,DAX40,0.38
145,IBEX,4.44
145,IT40,1.09
145,IBOV,0.26
146,Merval,0.9
146,CAC40,0.9
146,DAX40,-1.21
146,IBEX,2.78
146,IT40,-0.66
146,IBOV,2.03
147,Merval,2.63
147,CAC40,-1.47
147,DAX40,2.39
147,IBEX,0.68
147,IT40,-0.8
147,IBOV,1.3
148,Merval,1.3
148,CAC40,1.35
148,DAX40,1.35
148,IBEX,1.35
148,IT40,1.35
148,IBOV,1.35
149,Merval,1.35
149,CAC40,2.15
149,DAX40,2.15
149,IBEX,2.15
149,IT40,2.15
149,IBOV,2.15
150,Merval,-0.29
150,CAC40,-0.26
150,DAX40,-0.72
150,IBEX,-1.25
150,IT40,0.52
150,IBOV,-2.07
151,Merval,-0.56
151,CAC40,-0.88
151,DAX40,-2.21
151,IBEX,0.35
151,IT40,0.63
151,IBOV,-1.25
152,Merval,2.82
152,CAC40,2.82
152,DAX40,0.06
152,IBEX,1.55
152,IT40,0.18
152,IBOV,1.03
153,Merval,1.04
153,CAC40,1.04
153,DAX40,0.64
153,IBEX,1.06
153,IT40,0.48
153,IBOV,0.04
154,Merval,2.25
154,CAC40,-1.11
154,DAX40,-2.72
154,IBEX,-0.62
154,IT40,-0.04
154,IBOV,2.56
155,Merval,2.56
155,CAC40,-0.95
155,DAX40,-0.95
155,IBEX,-0.95
155,IT40,-0.95
155,IBOV,-0.95
156,Merval,-0.95
156,CAC40,0.49
156,DAX40,0.49
156,IBEX,0.49
156,IT40,0.49
156,IBOV,0.49
157,Merval,0.09
157,CAC40,-1.78
157,DAX40,-2.72
157,IBEX,0.29
157,IT40,0.58
157,IBOV,1.95
158,Merval,0.53
158,CAC40,0.04
158,DAX40,2.46
158,IBEX,0.11
158,IT40,-0.07
158,IBOV,-0.31
159,Merval,0.26
159,CAC40,0.26
159,DAX40,-0.2
159,IBEX,-1.5
159,IT40,0.58
159,IBOV,-0.5
160,Merval,-0.5
160,CAC40,-0.5
160,DAX40,2.79
160,IBEX,0
160,IT40,0
160,IBOV,-3.11
161,Merval,-3.11
161,CAC40,-1.45
161,DAX40,-0.25
161,IBEX,-1.12
161,IT40,0.77
161,IBOV,2.41
164,Merval,1.38
164,CAC40,-0.6
164,DAX40,0.81
164,IBEX,0.99
164,IT40,-0.17
164,IBOV,-2.38
165,Merval,-0.86
165,CAC40,1.74
165,DAX40,0.57
165,IBEX,2.07
165,IT40,-0.3
165,IBOV,0.1
166,Merval,-0.38
166,CAC40,-0.38
166,DAX40,-0.38
166,IBEX,-0.2
166,IT40,0.22
166,IBOV,3.2
167,Merval,3.3
167,CAC40,3.3
167,DAX40,3.3
167,IBEX,-0.75
167,IT40,-0.1
167,IBOV,-0.35
168,Merval,-0.12
168,CAC40,1.11
168,DAX40,1.11
168,IBEX,1.11
168,IT40,-1.04
168,IBOV,-1.04
171,Merval,2.24
171,CAC40,2.24
171,DAX40,0.05
171,IBEX,-2.06
171,IT40,0
171,IBOV,1.55
172,Merval,5.52
172,CAC40,5.52
172,DAX40,-1.22
172,IBEX,0.05
172,IT40,0
172,IBOV,-0.07
173,Merval,-0.09
173,CAC40,-0.09
173,DAX40,-0.09
173,IBEX,0.79
173,IT40,1.24
173,IBOV,0
174,Merval,0.13
174,CAC40,0.13
174,DAX40,0.13
174,IBEX,-1.23
174,IT40,0.13
174,IBOV,0
